,self_employed,no_employees,tech_company,IT_role,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,phys_health_interview,obs_consequence
520,0,26-100,1.0,,I don't know,I am not sure,No,No,I don't know,I don't know,Yes,Yes,No,No,No,No
521,0,26-100,1.0,,Not eligible for coverage / N/A,,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,No
522,1,,,,,,,,,,,,,,,
523,0,6-25,1.0,,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,I don't know,Yes
524,1,,,,,,,,,,,,,,,
525,0,26-100,1.0,,I don't know,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,I don't know,No
526,0,More than 1000,1.0,,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
527,0,6-25,0.0,1.0,I don't know,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Yes,I don't know,No
528,0,6-25,1.0,,I don't know,I am not sure,No,I don't know,Yes,Somewhat easy,Yes,No,No,No,I don't know,No
529,0,100-500,1.0,,No,Yes,No,I don't know,I don't know,Neither easy nor difficult,No,No,No,Maybe,I don't know,No
530,1,,,,,,,,,,,,,,,
531,1,,,,,,,,,,,,,,,
532,0,26-100,0.0,1.0,I don't know,No,No,No,I don't know,Very difficult,Maybe,No,No,No,No,No
533,0,6-25,0.0,1.0,No,,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,Yes,I don't know,No
534,1,,,,,,,,,,,,,,,
535,0,26-100,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,No,No,Yes,No
536,0,26-100,1.0,,No,I am not sure,No,No,I don't know,Somewhat easy,Yes,No,Maybe,Yes,Yes,No
537,0,1-5,1.0,,No,No,No,No,No,Somewhat difficult,Maybe,No,No,No,I don't know,No
538,0,26-100,1.0,,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No
539,1,,,,,,,,,,,,,,,
540,0,6-25,1.0,,Yes,I am not sure,I don't know,I don't know,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
541,1,,,,,,,,,,,,,,,
542,0,6-25,1.0,,No,No,No,No,I don't know,I don't know,Maybe,No,Maybe,No,No,No
543,0,26-100,1.0,,I don't know,No,I don't know,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,Yes,No
544,0,500-1000,0.0,1.0,I don't know,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,Yes,No,I don't know,No
545,0,26-100,0.0,1.0,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,No,No,No,Yes,Yes,No
546,1,,,,,,,,,,,,,,,
547,0,26-100,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,No
548,0,100-500,1.0,,No,No,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,I don't know,No
549,0,100-500,1.0,,Yes,I am not sure,I don't know,Yes,I don't know,Very easy,Maybe,No,Maybe,Maybe,I don't know,No
550,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,No
551,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No
552,0,More than 1000,0.0,1.0,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No
553,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Very easy,No,No,No,No,Yes,No
554,0,100-500,0.0,1.0,Yes,I am not sure,Yes,I don't know,I don't know,I don't know,Maybe,No,Yes,Maybe,I don't know,No
555,0,100-500,1.0,,No,Yes,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,No,No,No
556,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,I don't know,No
557,0,1-5,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No
558,0,More than 1000,1.0,,Yes,Yes,No,No,Yes,Very easy,Yes,No,No,No,No,Yes
559,0,More than 1000,0.0,1.0,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,No,Maybe,No,No,I don't know,No
560,0,6-25,1.0,,No,,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No
561,0,6-25,1.0,,I don't know,I am not sure,No,I don't know,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
562,0,More than 1000,1.0,,I don't know,I am not sure,I don't know,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
563,1,,,,,,,,,,,,,,,
564,0,100-500,1.0,,Yes,No,I don't know,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
565,0,6-25,1.0,,No,No,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
566,0,6-25,1.0,,No,I am not sure,No,No,I don't know,Very difficult,Yes,Maybe,No,Maybe,No,No
567,0,More than 1000,1.0,,No,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No
568,0,26-100,1.0,,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No
569,0,100-500,1.0,,I don't know,No,I don't know,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Yes,I don't know,No
570,0,6-25,1.0,,No,,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,No,No
571,0,26-100,1.0,,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
572,0,More than 1000,1.0,,Yes,No,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No
573,0,More than 1000,0.0,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,Maybe,No,Maybe,No,No
574,0,100-500,0.0,1.0,Yes,Yes,Yes,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,No
575,1,,,,,,,,,,,,,,,
576,0,6-25,1.0,,Yes,No,No,I don't know,I don't know,I don't know,Yes,No,No,No,No,No
577,0,6-25,0.0,1.0,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,No,Yes,Yes,No
578,0,100-500,1.0,,Yes,Yes,No,No,I don't know,I don't know,No,No,Maybe,Yes,I don't know,No
579,0,26-100,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,Yes,No
580,1,,,,,,,,,,,,,,,
581,0,6-25,1.0,,Not eligible for coverage / N/A,Yes,No,No,No,Somewhat difficult,Yes,No,No,No,I don't know,No
582,1,,,,,,,,,,,,,,,
583,0,More than 1000,1.0,,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,Somewhat difficult,Yes,No,Maybe,Maybe,I don't know,Yes
584,0,6-25,1.0,,I don't know,No,No,I don't know,Yes,Somewhat easy,No,No,Maybe,Maybe,Yes,No
585,0,26-100,1.0,,Yes,Yes,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No
586,0,26-100,1.0,,No,,No,No,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
587,0,500-1000,0.0,1.0,Yes,Yes,I don't know,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,I don't know,Yes
588,0,More than 1000,1.0,,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,No,I don't know,No
589,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,No,Somewhat easy,Maybe,No,Maybe,Maybe,No,No
590,0,More than 1000,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No
591,0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,No,No,Yes,Maybe,I don't know,No
592,0,26-100,0.0,1.0,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
593,0,26-100,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No
594,0,More than 1000,1.0,,Yes,Yes,I don't know,I don't know,I don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No
595,0,6-25,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No
596,1,,,,,,,,,,,,,,,
597,1,,,,,,,,,,,,,,,
598,0,26-100,1.0,,Yes,Yes,No,I don't know,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
599,0,26-100,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,I don't know,No
600,0,26-100,0.0,1.0,I don't know,I am not sure,Yes,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
601,0,26-100,0.0,1.0,Not eligible for coverage / N/A,,No,No,No,Very easy,No,No,Maybe,Maybe,No,No
602,1,,,,,,,,,,,,,,,
603,0,1-5,1.0,,Yes,Yes,Yes,No,No,Very easy,No,No,Yes,Yes,Yes,No
604,0,26-100,1.0,,No,,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
605,0,500-1000,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,No
606,0,More than 1000,1.0,,Yes,I am not sure,No,Yes,I don't know,Very easy,Maybe,Maybe,No,No,I don't know,No
607,1,,,,,,,,,,,,,,,
608,1,,,,,,,,,,,,,,,
609,0,6-25,1.0,,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,No,No,No
610,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Yes,Maybe,I don't know,No
611,0,500-1000,0.0,1.0,Not eligible for coverage / N/A,,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No
612,0,More than 1000,1.0,,Yes,No,No,I don't know,I don't know,Very difficult,Yes,No,No,Maybe,I don't know,No
613,0,26-100,0.0,1.0,I don't know,,No,No,I don't know,Very difficult,Maybe,Maybe,Yes,Maybe,I don't know,No
614,1,,,,,,,,,,,,,,,
615,0,100-500,1.0,,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No
616,0,6-25,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
617,0,More than 1000,1.0,,Yes,Yes,I don't know,I don't know,No,Somewhat difficult,Yes,No,Maybe,Yes,No,No
618,0,More than 1000,1.0,,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
619,1,,,,,,,,,,,,,,,
620,0,6-25,1.0,,Yes,I am not sure,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,I don't know,No
621,0,More than 1000,1.0,,Yes,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Yes,No,No
622,0,More than 1000,0.0,1.0,Yes,No,Yes,Yes,Yes,Neither easy nor difficult,No,No,No,Maybe,I don't know,No
623,1,,,,,,,,,,,,,,,
624,0,100-500,1.0,,Yes,I am not sure,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No
625,0,6-25,0.0,1.0,I don't know,I am not sure,No,No,I don't know,I don't know,Yes,Maybe,No,No,No,No
626,0,6-25,1.0,,No,,No,No,No,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
627,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,No
628,0,More than 1000,1.0,,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
629,0,6-25,1.0,,Yes,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
630,0,6-25,1.0,,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No
631,1,,,,,,,,,,,,,,,
632,0,100-500,0.0,0.0,Yes,Yes,Yes,No,Yes,Somewhat difficult,Maybe,Maybe,No,Maybe,Yes,No
633,0,More than 1000,0.0,0.0,Yes,No,Yes,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,Yes,No
634,0,6-25,1.0,,Yes,Yes,No,No,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
635,0,100-500,1.0,,Yes,I am not sure,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,No,No
636,0,26-100,1.0,,Yes,No,No,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
637,0,26-100,1.0,,Yes,Yes,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,No,No
638,0,6-25,1.0,,No,,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No
639,1,,,,,,,,,,,,,,,
640,0,6-25,1.0,,I don't know,No,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No
641,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Yes,No
642,0,6-25,1.0,,No,,No,No,Yes,Somewhat difficult,Maybe,Maybe,Yes,Maybe,I don't know,No
643,0,26-100,1.0,,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No
644,0,More than 1000,1.0,,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Maybe,No,Yes,Yes,Yes,No
645,0,26-100,1.0,,I don't know,I am not sure,Yes,I don't know,I don't know,Somewhat easy,No,No,No,Yes,I don't know,No
646,1,,,,,,,,,,,,,,,
647,1,,,,,,,,,,,,,,,
648,0,500-1000,1.0,,I don't know,No,Yes,Yes,I don't know,I don't know,Yes,Maybe,No,Maybe,No,No
649,0,26-100,1.0,,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,No
650,0,6-25,1.0,,No,No,No,No,Yes,Very difficult,Yes,Yes,No,No,No,No
651,1,,,,,,,,,,,,,,,
652,0,More than 1000,0.0,1.0,I don't know,No,I don't know,I don't know,I don't know,I don't know,Maybe,No,No,No,I don't know,No
653,0,1-5,1.0,,No,,No,No,No,Very difficult,Yes,Yes,No,No,I don't know,No
654,0,100-500,1.0,,Yes,Yes,No,Yes,Yes,I don't know,Yes,No,No,No,No,No
655,0,6-25,1.0,,I don't know,I am not sure,No,I don't know,No,Somewhat easy,Yes,No,No,No,I don't know,No
656,0,More than 1000,1.0,,Yes,I am not sure,Yes,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No
657,0,500-1000,0.0,1.0,I don't know,No,Yes,Yes,Yes,I don't know,No,Maybe,No,Yes,Yes,No
658,0,26-100,1.0,,I don't know,No,Yes,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
659,0,6-25,1.0,,Yes,I am not sure,No,No,Yes,Very easy,No,No,Maybe,Maybe,I don't know,No
660,0,26-100,1.0,,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,No,No,No,No,Yes
661,0,500-1000,1.0,,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Yes,Maybe,I don't know,No
662,1,,,,,,,,,,,,,,,
663,0,6-25,1.0,,No,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,No,I don't know,No
664,0,6-25,1.0,,No,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,Maybe,No,No,I don't know,No
665,0,6-25,1.0,,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No
666,0,26-100,1.0,,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,Maybe,Maybe,No,Yes
667,0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,No,No,No
668,1,,,,,,,,,,,,,,,
669,0,26-100,1.0,,No,Yes,No,No,No,Very difficult,Maybe,No,Maybe,Maybe,I don't know,No
670,0,26-100,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,Maybe,No,No,I don't know,Yes
671,0,More than 1000,0.0,1.0,Yes,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
672,0,26-100,1.0,,Yes,I am not sure,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
673,0,More than 1000,0.0,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Yes,Maybe,Maybe,Maybe,No,Yes
674,0,100-500,0.0,1.0,Yes,Yes,No,No,Yes,Very difficult,Yes,No,No,No,I don't know,No
675,0,More than 1000,0.0,1.0,Yes,No,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,Maybe,Yes,No
676,1,,,,,,,,,,,,,,,
677,0,100-500,1.0,,Yes,No,No,Yes,Yes,Very easy,No,No,No,Yes,I don't know,No
678,0,100-500,1.0,,Yes,I am not sure,Yes,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
679,0,26-100,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Yes,I don't know,Yes
680,0,6-25,1.0,,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,Maybe,Maybe,I don't know,No
681,0,26-100,0.0,1.0,I don't know,No,No,No,I don't know,I don't know,No,No,No,No,I don't know,No
682,1,,,,,,,,,,,,,,,
683,0,100-500,1.0,,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,I don't know,No
684,0,26-100,0.0,1.0,Yes,Yes,No,Yes,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,No
685,0,26-100,1.0,,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Yes,No,Maybe,No,Yes,No
686,0,More than 1000,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,Maybe,Maybe,No,Yes,No
687,0,26-100,0.0,1.0,I don't know,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,I don't know,Yes
688,0,6-25,1.0,,I don't know,No,No,No,I don't know,Very easy,Yes,No,Yes,Yes,I don't know,No
689,0,1-5,1.0,,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No
690,0,100-500,1.0,,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
691,0,6-25,1.0,,Yes,Yes,No,No,No,Very difficult,Yes,Yes,Maybe,No,No,No
692,0,1-5,1.0,,I don't know,No,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
693,0,26-100,1.0,,I don't know,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No
694,0,More than 1000,1.0,,Yes,No,No,I don't know,Yes,Very difficult,Maybe,No,No,No,No,Yes
695,0,More than 1000,1.0,,Yes,I am not sure,Yes,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No
696,1,,,,,,,,,,,,,,,
697,0,1-5,1.0,,I don't know,No,No,I don't know,No,Very difficult,Maybe,Maybe,No,No,No,Yes
698,1,,,,,,,,,,,,,,,
699,0,More than 1000,0.0,1.0,I don't know,No,No,No,I don't know,Very difficult,Maybe,Maybe,No,Yes,No,No
700,1,,,,,,,,,,,,,,,
701,0,6-25,0.0,1.0,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,Yes,No,I don't know,No
702,0,1-5,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Very difficult,Maybe,Maybe,No,No,Yes,No
703,0,26-100,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No
704,0,26-100,1.0,,No,No,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,No,No
705,0,100-500,1.0,,No,No,Yes,Yes,No,Somewhat easy,Yes,No,No,Yes,I don't know,Yes
706,0,6-25,1.0,,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No
707,0,6-25,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,Maybe,I don't know,No
708,1,,,,,,,,,,,,,,,
709,0,6-25,0.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,No,No,I don't know,No
710,0,500-1000,0.0,1.0,Yes,I am not sure,Yes,Yes,No,Very difficult,Yes,No,Maybe,No,No,No
711,1,,,,,,,,,,,,,,,
712,1,,,,,,,,,,,,,,,
713,0,More than 1000,1.0,,Yes,Yes,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,No
714,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,,No,Yes,I don't know,Very difficult,Yes,No,No,No,No,No
715,0,1-5,1.0,,No,I am not sure,No,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No
716,1,,,,,,,,,,,,,,,
717,0,More than 1000,0.0,1.0,No,No,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Maybe,No,No
718,0,100-500,1.0,,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No
719,1,,,,,,,,,,,,,,,
720,0,100-500,1.0,,I don't know,I am not sure,Yes,I don't know,I don't know,Very easy,No,No,Yes,Maybe,I don't know,No
721,0,26-100,1.0,,Yes,Yes,Yes,No,No,Somewhat easy,No,No,Maybe,Yes,Yes,No
722,0,26-100,1.0,,No,No,Yes,No,I don't know,I don't know,Yes,Yes,No,No,I don't know,No
723,1,,,,,,,,,,,,,,,
724,0,26-100,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No
725,0,More than 1000,0.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No
726,0,6-25,0.0,0.0,Not eligible for coverage / N/A,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,No,I don't know,Yes
727,1,,,,,,,,,,,,,,,
728,1,,,,,,,,,,,,,,,
729,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No
730,0,1-5,1.0,,No,,I don't know,I don't know,I don't know,Somewhat difficult,No,No,No,Maybe,I don't know,No
731,0,More than 1000,0.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,No,Maybe,I don't know,No
732,0,More than 1000,1.0,,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Maybe,No,No,No,No,No
733,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,Yes,No
734,1,,,,,,,,,,,,,,,
735,1,,,,,,,,,,,,,,,
736,1,,,,,,,,,,,,,,,
737,0,500-1000,1.0,,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
738,0,More than 1000,0.0,1.0,Yes,I am not sure,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No
739,1,,,,,,,,,,,,,,,
740,0,More than 1000,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
741,0,6-25,1.0,,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
742,0,26-100,1.0,,Yes,Yes,No,No,I don't know,Very easy,No,No,Maybe,Yes,I don't know,No
743,1,,,,,,,,,,,,,,,
744,0,100-500,1.0,,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
745,0,More than 1000,1.0,,Yes,I am not sure,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No
746,1,,,,,,,,,,,,,,,
747,1,,,,,,,,,,,,,,,
748,1,,,,,,,,,,,,,,,
749,1,,,,,,,,,,,,,,,
750,0,More than 1000,0.0,1.0,No,,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes
751,1,,,,,,,,,,,,,,,
752,1,,,,,,,,,,,,,,,
753,1,,,,,,,,,,,,,,,
754,0,6-25,1.0,,No,No,No,No,No,Very easy,No,No,Yes,Yes,Yes,No
755,0,More than 1000,1.0,,Yes,No,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Yes
756,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Maybe,Yes,I don't know,No
757,0,6-25,1.0,,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
758,0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,No,No,No,No,No
759,0,More than 1000,0.0,1.0,I don't know,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,Yes,No
760,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No
761,0,26-100,1.0,,Yes,I am not sure,No,No,I don't know,Very difficult,Maybe,Maybe,Maybe,No,No,No
762,0,6-25,1.0,,Yes,Yes,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No
763,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Yes,Yes,No
764,1,,,,,,,,,,,,,,,
765,0,100-500,1.0,,Yes,Yes,No,No,I don't know,I don't know,Maybe,Maybe,No,No,I don't know,No
766,1,,,,,,,,,,,,,,,
767,0,More than 1000,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,Maybe,Yes,No
768,1,,,,,,,,,,,,,,,
769,1,,,,,,,,,,,,,,,
770,0,26-100,1.0,,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No
771,0,6-25,1.0,,Yes,No,No,No,I don't know,I don't know,No,No,Yes,Yes,Yes,No
772,0,100-500,1.0,,Not eligible for coverage / N/A,,No,I don't know,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,I don't know,No
773,0,500-1000,1.0,,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
774,1,,,,,,,,,,,,,,,
775,1,,,,,,,,,,,,,,,
776,0,100-500,1.0,,Yes,Yes,No,I don't know,I don't know,I don't know,Yes,No,No,No,I don't know,No
777,0,More than 1000,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Yes,I don't know,Yes
778,0,100-500,1.0,,Yes,Yes,No,Yes,No,Somewhat easy,Maybe,Maybe,No,No,I don't know,Yes
779,0,More than 1000,0.0,1.0,Yes,I am not sure,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,Maybe,No,No,No
780,0,1-5,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Maybe,No,Yes,No
781,0,More than 1000,0.0,1.0,Yes,No,No,Yes,I don't know,I don't know,Maybe,No,No,No,No,No
782,0,100-500,1.0,,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,No,Yes
783,0,500-1000,0.0,0.0,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Maybe,No,No,No
784,1,,,,,,,,,,,,,,,
785,0,6-25,1.0,,No,No,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,No
786,1,,,,,,,,,,,,,,,
787,0,More than 1000,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,No,Maybe,No,I don't know,No
788,1,,,,,,,,,,,,,,,
789,1,,,,,,,,,,,,,,,
790,0,More than 1000,1.0,,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,Yes,No
